Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,Q1,311.0,9.567777783,0.03076455878778135,1.1322856178009735,51.12540192926045,0.5150593990314467,-0.4758333333092105,False
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,Q2,140.0,-11.872222224999998,-0.08480158732142856,0.7310122598449962,46.42857142857143,0.4963760683538462,-0.5964414414594595,False
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,Q3,170.0,22.320000002999997,0.13129411766470586,1.5328381963821176,59.411764705882355,0.6357315731683169,-0.6070853461884057,False
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,Q4,120.0,4.144444449,0.034537037075,1.116529726147744,53.333333333333336,0.620468750046875,-0.6350992063214286,False
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,Q5,142.0,18.58888889,0.13090766823943661,1.3952466452796086,52.112676056338024,0.886756756756757,-0.6916339869117646,False
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,Q1,198.0,13.480000001999999,0.06808080809090908,1.4309462916102642,55.05050505050505,0.4106422018623854,-0.35545454546590904,False
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,Q2,126.0,1.3388888930000005,0.01062610232539683,1.0500685587630394,51.587301587301596,0.43200000004615385,-0.4383788706557377,False
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,Q3,118.0,9.207777782,0.07803201510169493,1.4080055144725916,58.47457627118644,0.460515297942029,-0.4605668933877551,False
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,Q4,86.0,11.747777783000005,0.1366020672441861,1.6407102172476278,59.30232558139535,0.5898692811372548,-0.5238730158571429,False
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,Q5,119.0,18.933333332999997,0.15910364145378147,1.573158425828185,53.78151260504202,0.8119791666562499,-0.6006060606,False
